"","loc.01","loc.02","loc.03","loc.04","loc.05","loc.06","loc.07","loc.08","loc.09","loc.10","loc.11","loc.12","loc.13","loc.14","loc.15","loc.16","loc.17"
"2005.month.spring",0,0,0,0,0,0,0,77,0,20,0,0,0,0,0,0,0
"2005.month.summer",0,0,0,0,0,0,0,184,0,103,0,0,0,0,0,0,0
"2005.month.fall",0,0,0,0,0,0,0,216,0,20,0,0,0,0,0,0,0
"2005.month.winter",0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0
"2006.month.spring",0,0,0,0,0,0,0,80,0,14,0,0,0,0,0,0,0
"2006.month.summer",0,0,0,0,0,0,0,282,0,196,0,0,0,0,0,0,0
"2006.month.fall",0,0,0,0,0,0,0,225,0,28,0,0,0,0,0,0,0
"2006.month.winter",0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0
"2007.month.spring",0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0
"2007.month.summer",0,0,0,0,0,0,0,329,0,107,0,0,0,0,0,0,0
"2007.month.fall",0,0,0,0,0,0,0,149,0,47,0,0,0,0,0,0,0
"2007.month.winter",0,0,0,0,0,0,0,1,0,176,0,0,0,0,0,0,0
"2008.month.spring",0,0,0,0,0,0,0,19,0,15,0,0,0,0,0,0,0
"2008.month.summer",0,0,0,0,0,0,0,146,0,94,0,0,0,0,0,0,0
"2008.month.fall",0,0,0,0,0,0,0,179,0,147,0,0,0,0,0,0,0
"2008.month.winter",0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0
"2009.month.spring",0,0,0,0,0,0,0,28,0,51,0,0,0,0,0,0,0
"2009.month.summer",0,0,0,0,0,0,0,171,0,356,0,0,0,0,0,0,0
"2009.month.fall",0,0,0,0,0,0,0,153,0,139,0,0,0,0,0,0,0
"2009.month.winter",0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0
"2010.month.spring",0,0,0,0,0,0,0,12,0,178,0,0,0,0,0,0,0
"2010.month.summer",0,0,0,0,0,0,0,276,0,236,0,0,0,0,0,0,0
"2010.month.fall",0,0,0,0,0,0,0,218,0,10,0,0,0,0,0,0,0
"2010.month.winter",0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0
"2011.month.spring",0,0,0,0,0,0,0,24,0,105,0,0,0,0,0,0,0
"2011.month.summer",0,0,0,0,0,0,0,286,0,79,0,0,0,0,0,0,0
"2011.month.fall",0,0,0,0,0,0,0,167,0,7,0,0,0,0,0,0,0
"2011.month.winter",0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0
"2012.month.spring",0,0,0,0,0,0,0,69,0,109,0,0,0,0,0,0,0
"2012.month.summer",0,0,0,0,0,0,0,339,0,160,0,0,0,0,0,0,0
"2012.month.fall",0,0,0,0,0,0,0,331,0,24,0,0,0,0,0,0,0
"2012.month.winter",0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0
"2013.month.spring",0,0,0,0,0,0,0,138,0,157,0,0,0,0,0,0,0
"2013.month.summer",0,0,0,0,0,0,0,295,0,149,0,0,0,0,0,0,0
"2013.month.fall",0,0,0,0,0,0,0,352,0,9,0,0,0,0,0,0,0
"2013.month.winter",0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0
"2014.month.spring",0,0,0,0,0,0,0,144,0,105,0,0,0,0,0,0,0
"2014.month.summer",0,0,0,0,0,0,0,355,0,195,0,0,0,0,0,0,0
"2014.month.fall",0,0,0,0,0,0,0,275,0,9,0,0,0,0,0,0,0
"2014.month.winter",0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0
"2015.month.spring",0,0,0,0,0,0,0,65,0,306,0,0,0,0,0,0,0
"2015.month.summer",0,0,0,0,0,0,0,419,0,194,0,0,0,0,0,0,0
"2015.month.fall",0,0,0,0,0,0,0,157,0,109,0,0,0,0,0,0,0
